pid,label,label_en,label_es,label_fr,link,section,genre,claimed_genre,claimed_genre_en,claimed_genre_es,claimed_genre_fr,access,status,language,creators,stewards,blurb_orig,blurb_en,blurb_es,blurb_fr,related_to,added_by,twitter,census_year,notes
cds89,Legacies of British Slave-ownership,,,,https://www.ucl.ac.uk/lbs//,Collections & Curations,Thematic Curations,database,a database,una base de datos,,open,Active,en,Matthew Smith et al.,University College London,"Colonial slavery shaped modern Britain and we all still live with its legacies. The slave-owners were one very important means by which the fruits of slavery were transmitted to metropolitan Britain. We believe that research and analysis of this group are key to understanding the extent and the limits of slavery's role in shaping British history and leaving lasting legacies that reach into the present. The stories of enslaved men and women, however, are no less important than those of slave-owners, and we hope that the database produced in the first two phases of the project, while at present primarily a resource for studying slave-owners, will also provide information of value to those researching enslaved people.","Colonial slavery shaped modern Britain and we all still live with its legacies. The slave-owners were one very important means by which the fruits of slavery were transmitted to metropolitan Britain. We believe that research and analysis of this group are key to understanding the extent and the limits of slavery's role in shaping British history and leaving lasting legacies that reach into the present. The stories of enslaved men and women, however, are no less important than those of slave-owners, and we hope that the database produced in the first two phases of the project, while at present primarily a resource for studying slave-owners, will also provide information of value to those researching enslaved people.","La esclavitud colonial formó la Gran Bretaña moderna y todos vivimos con sus legados. Los propietarios de esclavos fueron un medio muy importante por el cual los frutos de la esclavitud se transmitieron a la Gran Bretaña metropolitana. Creemos que la investigación y el análisis de este grupo son clave para comprender la extensión y los límites del papel de la esclavitud en la configuración de la historia británica y los legados perdurables que alcanzan al presente. Las historias de hombres y mujeres esclavizados, sin embargo, no son menos importantes que los de los propietarios de esclavos, y esperamos que la base de datos producida en las dos primeras fases del proyecto, mientras que en la actualidad principalmente es un recurso para estudiar a los propietarios de esclavos, también pueda proporcionar información de valor a aquellos que investigan personas esclavizadas.",,,Roopika Risam,@roopikarisam,2020,"Are we cool with projects by the colonizers? 
😂 "
cds9,Antologías del Pensamiento Social Latinoamericano y Caribeño ,Anthology of Latin-American and Caribbean Social Thought,,,https://www.clacso.org.ar/antologias/index.php,Collections & Curations,Thematic Curations,antología,an anthology,una antología,,open,Stable,es,,,The collection Anthologies of Latin American and Caribbean Social Thought is a CLACSO publishing undertaking aimed at promoting access to the work of some of the most prominent authors of the social sciences in Latin America and the Caribbean.,"The collection ""Anthologies of Latin American and Caribbean Social Thought"" is a CLACSO publishing undertaking aimed at promoting access to the work of some of the most prominent authors of the social sciences in Latin America and the Caribbean.","La colección ""Antologías del Pensamiento Social Latinoamericano y Caribeño"" es un emprendimiento editorial de CLACSO destinado a promover el acceso a la obra de algunos de los más destacados autores de las ciencias sociales de América Latina y el Caribe.",,,,,2020,
cds90,Haitian Art: a Digital Crossroads,,,,https://hadc.sites.grinnell.edu/,Collections & Curations,Thematic Curations,grant project,a grant project,un proyecto de subvención,,private,In Development,en,"Fredo Rivera, Petrouchka Moïse",Grinnell College; Waterloo Center for the Arts,"This project is planning the creation of publicly accessible database for the Waterloo Center for the Arts, which hosts the largest public collection of Haitian art outside Haiti. We are also working on expanding digital resources regarding Haitian art.","This project is planning the creation of publicly accessible database for the Waterloo Center for the Arts, which hosts the largest public collection of Haitian art outside Haiti. We are also working on expanding digital resources regarding Haitian art.","Este proyecto está planeando la creación de una base de datos accesible públicamente para el Centro Waterloo para las Artes, que alberga la mayor colección pública de arte haitiano fuera de Haití. También estamos trabajando en la expansión de los recursos digitales con respecto al arte haitiano.",,,,,2020,
cds91,La Revista América Negra,Black America Journal,,,https://www.javeriana.edu.co/ins-genetica/investigacion/publicaciones/libros/america-negra,Collections & Curations,Thematic Curations,publicaciones,publicaciones,publicaciones,,open,Active,"es,en,fr,de,it,pt",Nina de Friedemann,Pontificia Universidad Javeriana Bogotá,The América Negra Magazine was a biannual publication of the Human Expedition that contained materials on any of the disciplines that deal with the description and analysis of human populations. The Magazine emphasized the black and indigenous communities of the American continent and their relationships with populations from other parts of the world.,The América Negra Magazine was a biannual publication of the Human Expedition that contained materials on any of the disciplines that deal with the description and analysis of human populations. The Magazine emphasized the black and indigenous communities of the American continent and their relationships with populations from other parts of the world.,La revista América Negra fue una publicación bianual de la expedición humana que contenía materiales sobre cualquiera de las disciplinas que tratan la descripción y el análisis de las poblaciones humanas. La revista enfatizó las comunidades negras e indígenas del continente estadounidense y sus relaciones con las poblaciones de otras partes del mundo.,,,,,2020,
cds92,Caribbean Sexualities: Love | Hope | Community: Sexualities & Social Justice in the Caribbean,,,,http://caribbeansexualities.org/,Collections & Curations,Thematic Curations,online collection,an online collection,una colección en línea,,open,Stable,en,"Rosamond S. King, Angelique V. Nixon",Caribbean International Resource Network (IRN) and Sargasso journal,"This collection focusing on Caribbean Sexualitities and Social Justice across the region offers a space for reflection, sharing, and exchange. We feature related content already published in print but published online for the first time, alongside new materials and resources.","This collection focusing on Caribbean Sexualitities and Social Justice across the region offers a space for reflection, sharing, and exchange. We feature related content already published in print but published online for the first time, alongside new materials and resources.","Esta colección, centrada en las sexualidades del Caribe y la justicia social en toda la región, ofrece un espacio para la reflexión, y el intercambio. Presentamos contenido relacionado ya publicado en formato impreso, pero publicado en línea por primera vez, junto con nuevos materiales y recursos.",,,Kaneesha Parsard,@kaneeshaparsard,2020,
cds93,Maroon Country,,,,http://marooncountry.org,Collections & Curations,Thematic Curations,digital archive,a digital archive,un archivo digital,,open,Active,en,Schuyler Esprit ,Create Caribbean ,"Maroon Country is a multimedia educational resource focused on the history of maroons, the independent and resistant black communities of the slavery-era Caribbean.","Maroon Country is a multimedia educational resource focused on the history of maroons, the independent and resistant black communities of the slavery-era Caribbean.","El país cimarrón es un recurso educativo multimedia centrado en la historia de los cimarrones, las comunidades negras independientes y resistentes de la era de esclavitud caribeña.",,,Schuyler Esprit,@schuyleresprit,2020,
cds94,Library of Glissant Studies,,Biblioteca de Estudios Glissant,,https://www.glissantstudies.com/,Collections & Curations,Thematic Curations,a digital library,a digital library,una biblioteca digital,,open,Active,"en,fr",Raphaël Lauro and Jeanne Jégousso,,"The Library of Glissant Studies is a collective project which would not be possible without the help and support of dozen of dedicated individuals and institutions across the world. Our team aim at developing researches in the field of Glissant Studies by indexing information, and facilitating collaborations between scholars, students, and universities.","The Library of Glissant Studies is a collective project which would not be possible without the help and support of dozen of dedicated individuals and institutions across the world. Our team aim at developing researches in the field of Glissant Studies by indexing information, and facilitating collaborations between scholars, students, and universities.","La Biblioteca de Estudios Glissant es un proyecto colectivo que no sería posible sin la ayuda y el apoyo de docenas de individuos e instituciones dedicadas en todo el mundo. Nuestro equipo apunta a desarrollar investigaciones en el campo de los estudios de Glissant mediante la indexación de información y facilitando las colaboraciones entre los académicos, los estudiantes y las universidades.",,,Alex Gil,@elotroalex,2020,
cds95,Junkanoo in Grand Bahama,,,,https://junkanooingb.com/,Collections & Curations,Thematic Curations,an initial exploration,an initial exploration,una exploración inicial,,open,Active,en,Sally Everson,University of the Bahamas - North,"This project is the work of students of The University of The Bahamas-North, in English Studies courses. It is an initial exploration of Junkanoo in Grand Bahama, and aims to document the history, practices and participants of Junkanoo on the island of Grand Bahama.","This project is the work of students of The University of The Bahamas-North, in English Studies courses. It is an initial exploration of Junkanoo in Grand Bahama, and aims to document the history, practices and participants of Junkanoo on the island of Grand Bahama.","Este es un proyecto de los estudiantes de inglés de la Universidad del Bahamas-Norte. Es una exploración inicial de Junkanoo en Grand Bahama, y ​​tiene como objetivo documentar la historia, las prácticas y los participantes de Junkanoo en la isla de Grand Bahama.",,,Roopika Risam,@roopikarisam,2020,
cds96,Imagined Homeland: Dominica's Literary Geographies,,Patria imaginada: las geografías literarias de Dominica,,https://dominicadh.org/homeland/,Collections & Curations,Thematic Curations,a project,a project,un proyecto,,open,Active,en,Schuyler Esprit ,Create Caribbean,"Imagined Homeland (Dominica’s Literary Geographies) aims to digitally recreate significant historical locations referenced literature by Dominican authors and or set in Dominica through geographical mapping, literary and historical analysis and audiovisual exhibits. The project aims to contextualize the island’s complex literary history and to explore the significant sociopolitical contexts that influenced literature about Dominica’s dynamic physical and social geography.","Imagined Homeland (Dominica’s Literary Geographies) aims to digitally recreate significant historical locations referenced literature by Dominican authors and/or set in Dominica through geographical mapping, literary and historical analysis and audiovisual exhibits. The project aims to contextualize the island’s complex literary history and to explore the significant sociopolitical contexts that influenced literature about Dominica’s dynamic physical and social geography.","""Imagined Homeland"" (Patria Imaginada, las geografías literarias de Dominica) tiene como objetivo recrear digitalmente ubicaciones históricas significativas que aparecen en la literatura de los autores dominicanos, utilizando la asignación geográfica, el análisis literario e histórico y las exhibiciones audiovisuales. El objetivo del proyecto es contextualizar la compleja historia literaria de la isla y explorar los contextos sociopolíticos significativos que influyeron en la literatura sobre la dinámica geografía física y social de Dominica.",,,Schuyler Esprit,@schuyleresprit,2020,
cds97,Liberated Africans,,,,https://liberatedafricans.dev.matrix.msu.edu/,Collections & Curations,Thematic Curations,an exhibit,an exhibit,una exposición,,open,Active,en,Henry B. Lovejoy,"Matrix, Michigan State University","After 1807, over 250,000 people were involved in an international effort to abolish the Atlantic and Indian Ocean slave trades. This resource is dedicated to their memories.","After 1807, over 250,000 people were involved in an international effort to abolish the Atlantic and Indian Ocean slave trades. This resource is dedicated to their memories.","Después de 1807, más de 250,000 personas participaron en un esfuerzo internacional para abolir el comercio de esclavos del Océano Atlántico e Indio. Este recurso está dedicado a su memoria.",,,Roopika Risam,@roopikarisam,2020,
cds98,La Gazette Royale d'Haïti,The Royal Gazette of Haiti,La Gaceta real de Haití,,http://lagazetteroyale.com,Collections & Curations,Thematic Curations,digital archive,digital archive,archivo digital,,open,Active,"en,fr",Marlene L. Daut,,"The La Gazette Royale project, which I first began to develop in 2014, is designed to gather together and in one place for the first time all of the known issues of the two newspapers published during Henry Christophe’s rule of northern Haiti, as well as the six different versions of the Almanach Royal d’Hayti issued by the royal press.","The La Gazette Royale project, which began development in 2014, is designed to gather together and in one place for the first time all of the known issues of the two newspapers published during Henry Christophe’s rule of northern Haiti, as well as the six different versions of the Almanach Royal d’Hayti issued by the royal press.","El Proyecto La Gaceta Real, que comienza a desarrollarse en 2014, está diseñado para reunir en un solo lugar, y por primera vez, todos los números conocidos de los dos periódicos publicados durante el reino de Henry Christophe, así como la seis versiones diferentes del Almanaque Real de Haiti publicados por la Prensa Real.",,,Kaiama L. Glover,@inthewhirld,2020,
cds99,Puerto Rico Architectural Heritage Archive,,,,https://mellon.org/grants/grants-database/grants/fundacion-luis-munoz-marin-inc/2004-07580/,Collections & Curations,Thematic Curations,digital archive,a digital archive,un archivo digital,,open,In Development,"es,en",Jacqueline Hayden ,Fundación Luis Muñoz Marín,"The Puerto Rico Architectural Historic Archive will be an online digital repository of
architectural resources, whether documents, photographs, buildings and sites in Puerto
Rico. PRAHA is an alliance of six organizations that share a commitment towards the
conservation of architectural heritage: 1. public and private; Fundación Luis Muñoz
Marín (FLMM), Para la Naturaleza, and the Puerto Rico Historic Buildings Drawings
Society (PRHBDS) and 2. state and federal entities; the National Park Service (NPS),
the State Historic Preservation Office (SHPO), the Archivo de Arquitectura y
Construcción de la Universidad de Puerto Rico (AACUPR). Our goal is to share
technological infrastructure and distributed meta data across our six organizations to
further promote the visibility of our collective resources. Without the acknowledgement
of Vernacular, Afro Puerto Rican, rural, and barrio architecture, a panoramic view of the
history and definition of architecture as a cultural product remains incomplete. In this
project, such a stance will translate into the visualization, through photographic records,
of architectural styles, dwelling systems, and the working spaces of/for the historically
marginalized and silenced social groups.","The Puerto Rico Architectural Historic Archive will be an online digital repository of architectural resources, whether documents, photographs, buildings and sites in Puerto Rico. PRAHA is an alliance of six organizations that share a commitment towards the conservation of architectural heritage: 1. public and private; Fundación Luis Muñoz Marín (FLMM), Para la Naturaleza, and the Puerto Rico Historic Buildings Drawings Society (PRHBDS) and 2. state and federal entities; the National Park Service (NPS), the State Historic Preservation Office (SHPO), the Archivo de Arquitectura y Construcción de la Universidad de Puerto Rico (AACUPR). Our goal is to share technological infrastructure and distributed meta data across our six organizations to further promote the visibility of our collective resources. Without the acknowledgement of Vernacular, Afro Puerto Rican, rural, and barrio architecture, a panoramic view of the history and definition of architecture as a cultural product remains incomplete. In this project, such a stance will translate into the visualization, through photographic records, of architectural styles, dwelling systems, and the working spaces of/for the historically marginalized and silenced social groups.","El Archivo Histórico Arquitectónico de Puerto Rico será un repositorio digital en línea de Recursos arquitectónicos, ya sean documentos, fotografías, edificios y sitios en Puerto Rico. Praha es una alianza de seis organizaciones que comparten un compromiso con el Conservación del patrimonio arquitectónico: 1. Público y privado; FUNDACION LUIS MUÑOZ Marín (FLMM), para la Naturaleza, y los dibujos de edificios históricos de Puerto Rico. Sociedad (PRHBDS) y 2. Entidades estatales y federales; El Servicio Nacional del Parque (NPS), La Oficina de Preservación Histórica del Estado (SHPO), el Archivo de Arquitectura y Construcción de la Universidad de Puerto Rico  (AACUPR). Nuestro objetivo es compartir infraestructura tecnológica y metadatos distribuidos en nuestras seis organizaciones a Promover aún más la visibilidad de nuestros recursos colectivos. Sin el reconocimiento de arquitectura vernácula, afro puertorriqueña, rural y barrio, una vista panorámica de la La historia y la definición de arquitectura como un producto cultural sigue siendo incompleto. En esto Proyecto, tal postura se traducirá en la visualización, a través de registros fotográficos, de estilos arquitectónicos, sistemas de vivienda y los espacios de trabajo de / para los históricamente Grupos sociales marginados y silenciados.",,,Joshua Ortiz Baco,@jgob,2020,
cds197,Cuba Material,,,,https://cubamaterial.com,Collections & Curations,Thematic Curations,collection and archive,,"un archivo de la cultura material cubana; una colección de objetos, documentos y vestuario",,open,Active,es,María A. Cabrera Arús,Ernesto Sánchez de la Osa,Online repository of the material culture of postrevolutionary Cuba (1959–1990).,,"Cuba Material es un archivo de la cultura material cubana, y de las prácticas y significados asociados con esta. Es también una colección de objetos, documentos y vestuario producido, comercializado o utilizado en Cuba durante la Guerra Fría.",,,,,,
cds198,Cabildo de Regla Digital Archive,Cabildo de Regla Digital Archive,,,https://cabildoderegla.org,Collections & Curations,Thematic Curations,digital archive,digital archive,archivo digital,,open,Stable,"es,en",Alexandra P. Gelbard,,"[D]escriptive, ethnographic images forming a publicly accessible visual archive for the community and artistic images. [...] We intend for it to be a space where people can access information about the cabildo project, Regla's history, and engage with visual media that captures the process.","[D]escriptive, ethnographic images forming a publicly accessible visual archive for the community and artistic images. [...] We intend for it to be a space where people can access information about the cabildo project, Regla's history, and engage with visual media that captures the process.","[I]mágenes descriptivas y etnográficas que formen un archivo visual de acceso público para la comunidad e imágenes artísticas. [...] Pretendemos que sea un espacio en el que la gente pueda acceder a información sobre el proyecto de cabildo, la historia de Regla, y participar en los medios visuales que captan el proceso.",,,,,,Updated broken link.
cds199,Los Rumbos de la Rumba,,,,https://archive.hemispheric.org/cuaderno/CUADERNO_Version0203.03/index.html,Collections & Curations,Mixed Genres,a cartography,a cartography,,,open,In Disrepair,en,"Berta Jottar, Román Díaz, Pedro 'Pedrito' Martínez, Kamilo Kratc, Tal Halpern, Rick Lescarbeau","Hemispheric Institute of Performance Studies, CTAH","On rumba as a cartography of the Diaspora. Rumba is a transitory space, an international, transnational and post-national site in the making and unmaking of itself, in its performance. The geography of this site is the rumbos de la rumba, its different routes, directions, estadias in one locale and another, simultaneously when rumba is performed and fragmented by its relationship to location; once rumba is within and outside the barrio, solar, hood, ethnic group, place of origin and beyond. Rumba is its migratory condition. This world map is a world view that understand movement and sound as its epistemology. This site is the compilation of rumbas beyond place in the constant making and unmaking of place, nation and narration","On rumba as a cartography of the Diaspora. Rumba is a transitory space, an international, transnational and post-national site in the making and unmaking of itself, in its performance. The geography of this site is the rumbos de la rumba, its different routes, directions, estadias in one locale and another, simultaneously when rumba is performed and fragmented by its relationship to location; once rumba is within and outside the barrio, solar, hood, ethnic group, place of origin and beyond. Rumba is its migratory condition. This world map is a world view that understand movement and sound as its epistemology. This site is the compilation of rumbas beyond place in the constant making and unmaking of place, nation and narration",,,,,,,Updated broken link.
cds200,Aimé Césaire et le Cahier numérique,,,Aimé Césaire et le Cahier numérique,https://francophone.duke.edu/sites/francophone.duke.edu/fdh-archive/CesaireFrench.html#line1.6,Collections & Curations,Scholarly Editions,éditions numérisées,,,éditions numérisées,open,In Disrepair,"en,fr",Gregson Davis,"Duke University CFFS, Francophone Digital Humanities","Notre objectif est à la fois philologique/textuel et exégétique. Nous prévoyons de publier les éditions numérisées de  (1) Le Cahier d’un retour au pays natal d’Aimé Césaire  et  (2) Une sélection de poèmes courts dans le volume : Cercle non vicieux : vingt poèmes d’Aimé Césaire (Stanford University Press, 1984).  Les éditions « Variorum » de ces travaux prendront en considération toutes les modifications apportées par Aimé Césaire au fil des publications ainsi que ses manuscrits. Notre édition inclura une traduction en anglais et des notes académiques. Nous débuterons avec la publication de Cercle non-vicieux.",,,"Notre objectif est à la fois philologique/textuel et exégétique. Nous prévoyons de publier les éditions numérisées de  (1) Le Cahier d’un retour au pays natal d’Aimé Césaire  et  (2) Une sélection de poèmes courts dans le volume : Cercle non vicieux : vingt poèmes d’Aimé Césaire (Stanford University Press, 1984).  Les éditions « Variorum » de ces travaux prendront en considération toutes les modifications apportées par Aimé Césaire au fil des publications ainsi que ses manuscrits. Notre édition inclura une traduction en anglais et des notes académiques. Nous débuterons avec la publication de Cercle non-vicieux.",,Alex Gil,,,"Embedded YouTube videos broken or set to private. ""English"" navbar link broken. Jacket text image in unreadable resolution."
cds201,El Archivo Afroantillano,,,,https://archivoafroantillano.wordpress.com/,Collections & Curations,Thematic Curations,una colección digital,a digital collection,una colección digital,,,In Disrepair,es,Christine Miranda,,"La historia de una comunidad panameña, caribeña, negra, presentada en una exhibición multimedia. Este sitio de web sirve como un repositorio de recursos educativos y narrativas comunitarias.",,"La historia de una comunidad panameña, caribeña, negra, presentada en una exhibición multimedia. Este sitio de web sirve como un repositorio de recursos educativos y narrativas comunitarias.",,,Alex Gil,,,Contains no actual content.
cds206,In the Same Sea,,,,https://inthesamesea.ku.dk/,Collections & Curations,Mixed Genres,project,project,,,open,Active,en,"Felicia Jantina Fricke, Gabriëlle Elisa La Crois, Gunvor Simonsen, Heather Freund, Rasmus Christensen",University of Copehhagen,"IN THE SAME SEA is the first systematic investigation of the combined history of the Lesser Antilles from the 1650s to the 1850s. The project advances the hypothesis that the Lesser Antilles were decisively shaped by inter-island connections that transformed separate islands into a common world of slavery and freedom. Living in fragile societies of limited resources and marked by racial slavery, plantation production, and long-distance commerce, enslaved Africans, free people of color, and Europeans depended on and gained vital resources from crossing the short sea routes to their neighbors in English, French, Dutch, Spanish, Danish, and Swedish colonies.  The project consists of a team specializing in the historiographies, archives, and languages of the six colonial powers present in the Lesser Antilles. A collaborative research methodology and digital solutions to data collection and mapping, enable the project to generate crucial new knowledge of how inter-island connections shaped the Lesser Antilles.  ","IN THE SAME SEA is the first systematic investigation of the combined history of the Lesser Antilles from the 1650s to the 1850s. The project advances the hypothesis that the Lesser Antilles were decisively shaped by inter-island connections that transformed separate islands into a common world of slavery and freedom. Living in fragile societies of limited resources and marked by racial slavery, plantation production, and long-distance commerce, enslaved Africans, free people of color, and Europeans depended on and gained vital resources from crossing the short sea routes to their neighbors in English, French, Dutch, Spanish, Danish, and Swedish colonies.  The project consists of a team specializing in the historiographies, archives, and languages of the six colonial powers present in the Lesser Antilles. A collaborative research methodology and digital solutions to data collection and mapping, enable the project to generate crucial new knowledge of how inter-island connections shaped the Lesser Antilles.  ",,,,,,,
cds208,Haitians Abroad,,,,https://haitiansabroad.org/,Collections & Curations,Mixed Genres,digital archive,digital archive,,,open,Stable,en,Andrew Maginn,,"The Haitians Abroad Digital Archive documents the Haitian émigré experience during the long nineteenth century (1791-1900) to highlight how these men and women, supported by kin and non-kin networks, traversed the Atlantic World, becoming integral parts of their newfound communities, all while maintaining their national identity.","The Haitians Abroad Digital Archive documents the Haitian émigré experience during the long nineteenth century (1791-1900) to highlight how these men and women, supported by kin and non-kin networks, traversed the Atlantic World, becoming integral parts of their newfound communities, all while maintaining their national identity.",,,,,,,
cds210,Gente de Mar,,,,https://www.gentedemar.org/,Collections & Curations,Thematic Curations,un acervo cultural Guaiquerí,,un acervo cultural Guaiquerí,,open,Active,es,"Fidel Rodríguez Velásquez, Oliver Antczak",,"Bienvenidos a la página web del proyecto Gente de Mar: Margarita Indígena. Nuestro proyecto, impulsado por la Unidad de Estudios Arqueológicos, se enfoca en investigar desde una perspectiva transdisciplinaria - que incluye la arqueología, antropología, historia, patrimonio y educación - el pasado y el presente de las islas de Margarita, Coche y Cubagua en el contexto caribeño, atlántico y global. ",,"Bienvenidos a la página web del proyecto Gente de Mar: Margarita Indígena. Nuestro proyecto, impulsado por la Unidad de Estudios Arqueológicos, se enfoca en investigar desde una perspectiva transdisciplinaria - que incluye la arqueología, antropología, historia, patrimonio y educación - el pasado y el presente de las islas de Margarita, Coche y Cubagua en el contexto caribeño, atlántico y global. ",,,,,,
cds211,Ricky Renuncia,Ricky Renuncia,Ricky Renuncia,,https://libarchivist.com/rrp/rickyrenuncia/index,Collections & Curations,Mixed Genres,una colección web,a web collection,una colección web,,open,Stable,"es,en","Joel A. Blanco Rivera, Marisol Ramos, Irmarie Fraticelli-Rodríguez, Eduardo Beltrán-Feliciano",,"The RickyRenuncia Project tiene como objetivo principal preservar materiales digitales (video, audio, imágenes, noticias, tweets, entre otras) relacionados a la renuncia al Gobernador de Puerto Rico, Ricardo Rosselló. Estamos colaborando con el Internet Archive para crear una colección web sobre dichos acontecimientos con la finalidad de crear una publicación académica interactiva. La colección formará parte del Spontaneous Event Collections. Esperamos que esta publicación académica refleje el desarrollo de estos sucesos y represente de manera justa las manifestaciones y el sentir del puertorriqueño/a donde quiera que este se encuentre.","The RickyRenuncia Project's main objective is to preserve digital materials (video, audio, images, news, tweets, among others) related to the resignation of the Governor of Puerto Rico, Ricardo Rosselló. We are collaborating with the Internet Archive to create a web collection on these events in order to create an interactive academic publication. The collection will be part of the Spontaneous Event Collections. We hope that this academic publication fairly reflects the development of events and the manifestation and feel of Puerto Ricans wherever they may be.","The RickyRenuncia Project tiene como objetivo principal preservar materiales digitales (video, audio, imágenes, noticias, tweets, entre otras) relacionados a la renuncia al Gobernador de Puerto Rico, Ricardo Rosselló. Estamos colaborando con el Internet Archive para crear una colección web sobre dichos acontecimientos con la finalidad de crear una publicación académica interactiva. La colección formará parte del Spontaneous Event Collections. Esperamos que esta publicación académica refleje el desarrollo de estos sucesos y represente de manera justa las manifestaciones y el sentir del puertorriqueño/a donde quiera que este se encuentre.",,,,,,
cds212,Digital Archive of Latin American and Caribbean Ephemera,,Archivo Digital de Efímera de América Latina y el Caribe,,https://lae.princeton.edu,Collections & Curations,Digital Libraries,digital archive,digital archive,archivo digital,,open,Active,"en,es,pt",Fernando Acosta-Rodríguez,Princeton University Library,The Digital Archive of Latin American and Caribbean Ephemera is a steadily growing repository containing a previously unavailable subset of Princeton’s Latin American Ephemera Collection as well as newly acquired materials being digitized and added on an ongoing basis.,The Digital Archive of Latin American and Caribbean Ephemera is a steadily growing repository containing a previously unavailable subset of Princeton’s Latin American Ephemera Collection as well as newly acquired materials being digitized and added on an ongoing basis.,"El Archivo Digital de Efímera de América Latina y el Caribe es un repositorio en constante crecimiento que contiene un subconjunto de Colección Ephemera Latinoamericana de Princeton que no estaba disponible anteriormente, así como materiales recién adquiridos que se digitalizan y agregan de forma continua.
",,,,,,
cds217,Espàs Milokan,"
Espàs Milokan",,"
Espàs Milokan",https://www.espasmilokan.com/,Collections & Curations,Thematic Curations,un centre patrimonial et culturel,,,un centre patrimonial et culturel,open,Active,fr,"Jean-Daniel Lafontant, Elizabeth McAlister, Lewis Clormeus","Temple Nah-Ri-Veh, The Crossroads Project at Princeton University ","Dans un contexte permanent de crises multidimensionnelles en Haïti, Espàs Milokan ambitionne donc de documenter les plus de 5.000 objets du « Badji » Temple Vodou Na-Ri-VéH 777. En exposant des éléments artistiques, culturels et rituels du Badji sur des plateformes virtuelles, ce patrimoine devient universel et intemporel.","In a permanent context of multidimensional crises in Haiti, Espàs Milokan aims to document the more than 5,000 objects of the “Badji” Vodou Temple Na-Ri-VéH 777 in Port-au-Prince, Haiti. By exhibiting artistic, cultural and ritual elements of Badji on a virtual platform, this heritage becomes universal and timeless.",,"Dans un contexte permanent de crises multidimensionnelles en Haïti, Espàs Milokan ambitionne donc de documenter les plus de 5.000 objets du « Badji » Temple Vodou Na-Ri-VéH 777. En exposant des éléments artistiques, culturels et rituels du Badji sur des plateformes virtuelles, ce patrimoine devient universel et intemporel.",,Elizabeth McAlister,@EAMcAlister,2023,
cds218,"Rara! Vodou, Power and Performance in Haiti and its Diaspora",,,,http://rara.research.wesleyan.edu/,Collections & Curations,Thematic Curations,companion website,companion website,,,open,Stable,"en, fr",Elizabeth McAlister,Wesleyan University,"My hope is that people interested in Rara will be able to use this website—students, musicians, artists, travelers, other researchers. My idea is that it will serve as a companion-piece to my book on Rara. I therefore do not include large sections of the book, but rather short sections, and then refer the viewer to sections of the book for further information. Here I can show you the photos, videos, and songs that could not be included in the book.","My hope is that people interested in Rara will be able to use this website—students, musicians, artists, travelers, other researchers. My idea is that it will serve as a companion-piece to my book on Rara. I therefore do not include large sections of the book, but rather short sections, and then refer the viewer to sections of the book for further information. Here I can show you the photos, videos, and songs that could not be included in the book.",,,,Elizabeth McAlister,@EAMcAlister,2020,
cds228,Barbados National Registry of Historic Places,,,,https://heritagebarbados.gov.bb,Collections & Curations,Mixed Genres,heritage registry,heritage registry,,,open,Active,en,Dr Sheron Johnson,"Barbados Ministry of Creative Economies, Culture and Sports","Managed by the Ministry of Creative Economy, Culture and Sports of Barbados, this interactive site represents an ongoing project of inventorying every place of heritage significance in the country—and documenting the people, events, and memories embodied in each. Visit often to explore sites of both famous and hidden heritage—and watch the map grow!","Managed by the Ministry of Creative Economy, Culture and Sports of Barbados, this interactive site represents an ongoing project of inventorying every place of heritage significance in the country—and documenting the people, events, and memories embodied in each. Visit often to explore sites of both famous and hidden heritage—and watch the map grow!",,,,René Kooiker,,,
cds229,Jamaica National Inventory of Historic Places,,,,https://siteinventory.jnht.com,Collections & Curations,Mixed Genres,heritage inventory,heritage inventory,,,open,Active,en,,Jamaica National Heritage Trust,"Managed by the Jamaica National Heritage Trust, this interactive site represents an ongoing project of inventorying every place of heritage significance in the country—and documenting the people, events, and memories embodied in each. Visit often to explore sites of both famous and hidden heritage—and watch the map grow!","Managed by the Jamaica National Heritage Trust, this interactive site represents an ongoing project of inventorying every place of heritage significance in the country—and documenting the people, events, and memories embodied in each. Visit often to explore sites of both famous and hidden heritage—and watch the map grow!",,,,René Kooiker,,,
cds230,Judaica of the Dutch Caribbean,,,,https://dcdp.uoc.cw/judaica?l=nl,Collections & Curations,Digital Libraries,special collection,,,,open,Stable,en,,Dutch Caribbean Digital Platform,"In this Theme Collecion, fully accessible items relative to Judaica in the Dutch Caribbean are brought together.","In this Theme Collecion, fully accessible items relative to Judaica in the Dutch Caribbean are brought together.",,,,René Kooiker,,,
cds231,Mongui Maduro Library,,,,https://dcdp.uoc.cw/imml?l=nl,Collections & Curations,Digital Libraries,digitized collection,,,,open,Stable,en,,Dutch Caribbean Digital Platform,"In the DCDP we offer our digitized “Event Programs Collection” that concerns programs of historical, social, cultural events and celebrations that took place in Curaçao from 1876 to 1999. We are currently updating the programs from 2000 to 2018.","In the DCDP we offer our digitized “Event Programs Collection” that concerns programs of historical, social, cultural events and celebrations that took place in Curaçao from 1876 to 1999. We are currently updating the programs from 2000 to 2018.",,,,René Kooiker,,,
